author,content,stat_time,thumbs_up
卖火柴的小妮子,"刚进公司那会儿，上司安排什么文件，我都是第一时间做好并给她，她每次都是让我反复改标点符号和格式等不足，然后反复重做。,但是我闺蜜的文件都是一次过还老被表扬，我百思不得其姐。,我耐心和她求教，她带着我做了一遍，我学了半天也没啥特别的，就是做好了，她不交.,一直等上司催她了，她回答说：在做，做一半了。,第二编催，她回：快好了稍等一个小时。,没到10分钟，她发给上司。上司问她：不是说一个小时么？她谦卑的说：您交代的事，就算其他啥事都不做也要特别对待啊。,上司点了点头，满目欣赏。,闺蜜末了交代我：最好的方式是耗她，她一急就不会挑你小毛病了，而是记得你始终没耽误她的事。","
2020-08-12 07:10
",2205
小恩的老公8,"七夕快到了，趁着早上单位没啥事，出来单位旁边的商场给媳妇买点小礼物！遇到一位小女生竟然是偷拍狂，在一楼电梯拍，我以为是在拍别人，没去在意，奇怪是跟到二楼男士服饰那里，还假装在那里挑衣服，也是拿着手机对着我拍！,突然间我就意识到不对了，基本我走到哪里，她都会跟在后面对着手机拍，刚好我看到三楼有点心店，进去点了杯饮料坐着喝，她也进来……,没多久媳妇却来了，气冲冲黑着脸问我，不在单位好好上班，坐在这里等小情人啊？我一愣，实话实说了，把刚才小女生偷拍我也说了。,这时小女生却主动和媳妇笑着聊起来！原来她俩是一伙的……","
2020-08-22 11:25
",1347
净心居士,"情侣之间是要经常表达爱意，表达爱意的方式就是发红包。,胖丫说:只要我在每一个节日发相对应的红包，比如:520发五百二十，七夕发七十七等等她会在每年的十三月十四日给我发13.14。。。,结婚这么多年我怎么就等不到这一天呢？是不是日历厂忘记印了？还是被胖丫偷偷给撕了？","
2020-07-27 06:40
",1567
-小门神~,"那年爸妈带我去庙里烧香，那天有派发“平安符”的活动，由于人多符少，发生了争夺事件！爸妈拉着我，加入了争夺行列！,混乱中，爸妈二人被人绊倒，我在他们身后，惊恐地看着他们压倒我！,他们拿到了平安符很开心，这才发现差点被他们一屁股坐S的儿子！,老妈看我晕了过去，哭着说道:咱就不该去抢平安符，儿子他还活着吗？,老爸用手指探我鼻息，松口气安慰老妈说:幸亏抢到了平安符，儿子才没事…","
2020-08-12 20:16
",1153
忧郁的创可贴,"遇见前男友和一女的在逛街，正面一看，这么大的年纪也下得了嘴。,因为他提出分手的，我走过去就呛他：找不到我这种优秀的美丽的，你也不用找个比自己大又丑的 富 婆恶心自己吧？,这位阿姨喵了我一眼又喵了前男友一眼：儿子，这就是你说的前女友吧，看来你坚持分手还是有道理的。。。","
2020-08-22 07:23
",1773
花落彼岸～任逍遥,"上学的时候我属于老师都不愿意管的那类人。,我最喜欢干的就是捉弄人，给同学的文具盒里放毛毛虫或者是蚂蚱，一些胆子比较小的同学。打开文具盒看到蹦出来个蚂蚱，吓得文具盒都扔了。,终于我惹了几个泼辣的小辣椒，她们用镊子夹子几只洋辣子从我脖领子塞下去了，那十多天我抓挠的动作我觉得比猴子还专业呢","
2020-09-09 13:36
",1283
狐小乔,"老爸发工资了心情好，准备带着全家出去玩。,我开开心心地打扮，捣鼓了半天，最后选了一个当下潮流的小碎花裙子。,对着镜子美美地照了半天，信心满满地走出房门，在老爸面前转了一圈。,老爹脸色都变了，我内心偷笑:被你闺女的美貌征服了吧。,结果他来了一句:额滴神啊，这哪来的村姑……,爸，就你这张嘴，我妈看上你真是奇迹！！","
2020-09-02 22:41
",1181
狐小乔,"同学从中介租的房子，现在准备退租。,“喂，房子我们搬完了，你们现在过来看看，我们结算一下吧。”按照我们的计算，中介应该退我们2000多块钱。,“你们过来吧，我们算好了。”中介让我们直接去找他们。,“你们看看，这是水电表，我大概估算了一下，你们应该退我们2000多。”,“不对，你们应该还要付我们500的费用。”什么？没有钱退，还得再付？,“你们算错了吧，当时你们的人给我们的标准可不是这样的。”,“以前你是他女朋友，当然优惠。现在你是他前女友，还优惠，那他现任女朋友谁养？”","
2020-09-12 09:12
",892
坏小孩cium,"真事儿不割………,记得生妞妞的时候，在产床上正使劲儿呢，旁边的手机来电话了，我一看是幼儿园学生家长，让护士赶紧递给我义无反顾的接起来电话说：姐，您先稍等会儿，我先 生个孩子，一会儿给您回过去。。。","
2020-08-17 06:24
",2938
出门太难,"昨天晚上，去幼儿园接我女儿的时候，女儿突然问我：爸爸，等你老了，会不会有出息？,我苦笑说：不会。,女儿哦了一声：难怪我妈妈天天骂你没出息，几十岁的人了，还要跟着我混！！！,我。。。","
2020-07-24 07:07
",1290
挖鼻孔的老虎,"最近赶项目，经常和一个女同事通电话，昨晚老婆拿着我的公司合照问：“哪个是她？”,那女同事有点漂亮，我不想麻烦，于是指了指五十多岁的清洁阿姨。,今天老婆在公司门外等我下班，凑巧看到清洁阿姨走出来，她去自我介绍，说了一大堆客气话。,清洁阿姨听得云里雾里，后来说：“没给我的工作添麻烦啊，他又不会随地乱拉。”","
2020-08-19 18:06
",2416
km迷彩盒,话说西游记里面的唐僧好舒服……都不用自己洗澡。每隔两集就有一个妖怪说：小的们，把那个和尚给我洗干净了……,"
2020-08-01 16:32
",1290
空城旧梦她与伞,"那时年初，刚进一家公司，一个同事，很讲义气，我常常借他的东西用，还找他借过两次钱，甚至借过他两次车，他都是很豪爽。,后来，我女朋友从家里过来，这哥们还请我们吃了一次饭，算接风洗尘。,一个月后的一天，这哥们说被家里催婚，想借我女朋友去撑一下场面，就借半天。,我也是义不容辞。,万万没想到啊 ！！特么的，他不肯还啦","
2020-09-13 06:46
",2223
爱新觉罗.黄瓜,"今年去给丈母娘拜寿，媳妇给我弄了根狗 绳套在我脖子上​。,刚进门，丈母娘大怒道：“那狗 绳怎么能套在人脖子上！”​,媳妇委屈巴巴说：“今年日子难过，我俩今年空手来的，只是前几天他给毛毛（丈母娘家的宠物狗）买了条狗 绳，他非要套自己脖子，说试试绳子的质量…”,临走时，丈母娘偷偷塞给我五千块钱…还特意嘱咐我能忍就忍…忍不了含泪也得忍…,​","
2020-09-10 14:37
",1234
小恩的老公8,"昨晚在厨房煮面，看到两只小强在恩恩爱爱，窃窃私语。我不想让它们太快活，就拿个盖子把其中一只故意闷在里面，看看剩下一只怎么办？想不到另外一只竟然逃之夭夭……,面煮好了，我盛在碗里，一不小心挪开了盖子，里面那只小强“嗖”的一下跑出来，直接窜进了碗里，这下好了，加菜了！……","
2020-08-25 08:21
",1909
糗糗queen,侄子读幼儿园了，前天第一天开学，在学校门口死活不肯让他爸妈走，以为是爸妈不要他了，哭喊着说，爸爸妈妈你们别丢下我！我再不吃零食了！以后我会报复你们的～,"
2020-09-03 07:10
",1431
做你的太阳^^,"女儿今年7岁上一年级。那天媳妇回娘家带着她去的。晚上回来女儿气鼓鼓的跟我告状。 她说姥爷给买了零食，妈妈不让她吃，还不给她玩手机什么什么的。小棉袄越说越痛，眼里含着眼泪、小脸通红…,晚上女儿说啥也不跟妈妈睡非要跟我睡，半夜睡醒看到女儿也醒着。迷迷糊糊中，她紧紧的抱了我一下，趴在我耳边说：爸爸……你好好上班……好好挣钱……再娶个女朋友吧，娶个好的。说完又迷迷糊糊得睡了。我这小棉袄真TM暖和呀！有点郁闷的是：这母女俩究竟发生了什么？","
2020-08-08 19:16
",1187
狐小乔,"下班回来，小区门口有卖蟹的，吆喝:""288块钱6只，阳澄湖大闸蟹啊!""老公忽然说:""一定是假的，说错我洗一个月碗!""我纳闷:""你都没过去鉴定一下，咋会知道？"",老公一指条幅:""看看，连'阳澄'两个字都写错了，能是真的吗？""我一看条幅乐了，条幅上赫然写着:绝对正宗，羊城湖大闸蟹!","
2020-09-13 20:47
",1015
正版煮茶,"我在海滩散步，看到一个薄膜覆盖的陷阱，还好没踩到。我把薄膜掀开，坑里面有湿漉的草，正中放一个玻璃杯子，这要踩着了，脚不得割伤了？太缺德了！我正尿急，尿了一杯，然后铺回去，躲在不远处看谁干的好事。,不一会儿，几个小伙过来边掀开薄膜，边说什么海水蒸发做淡水。他们你一口我一口的传饮说什么没有蒸馏到位，还是咸...","
2020-07-25 21:35
",2024
依然、很蛋疼cc,你永远不知道长辈们的朋友圈，猥琐标题下的内容是多么正能量……,"
2020-08-26 17:34
",1181
吃了两碗又盛,"昨天去理发，店主一边给我剪头发一边诉苦，因为疫情的关系，北面的小区只开北门，南面的小区只开南门，前后小区要想到她的理发店，都要绕好大一圈。,店主最后情绪激动地说:谁特么有病啊上我这来理发？","
2020-08-08 08:01
",2041
偷惢,"侄女刚上小学一年级，从早上她去学校之后我哥两口子开始唉声叹气的，怕孩子在学校挨饿受欺负。,我听着着实难受，去买了一大包侄女爱吃的零食，让我哥趁午休给送去学校，顺便看看孩子，午饭就我来做吧。,哪成想做好饭出来看他俩吃的正欢，见到我错愕的目光，嫂子尴尬的笑笑，继而一脸委屈巴巴，“孩子班主任是我的小学老师，小时候他因为我经常偷吃零食骂我好多次，我现在看到他就怕，再骂我可咋办？”,我哥抱着她安慰道:“乖，不怕不怕，咱不去。”然后抓了一把薯片喂给我嫂子吃。,我？？？","
2020-09-01 15:51
",1154
胖香,坐在门口和邻居聊天，刚好眼镜脏了拿下来用衣角擦，抬头就看到我妈骑个电动车过来了，还穿着她那大红色的睡裙，我站起来伸手就拦，大声怼她:“俺娘嘞，你不是不敢骑电瓶车嘛，而且你咋穿着睡衣就出去了？”靠的近了才发现是后楼的二大爷，人家穿的还是前两天过寿儿媳妇给买的大红色唐装，，,"
2020-09-08 08:45
",1400
姐姐掉沟里了,"昨天晚上加班回来，已经是夜里十一点多了。我拖着发软的双腿，费劲的爬楼梯，只想早一点回到家里，倒头就睡。,爬到三楼​的时候，我看到前面有一个穿红色连衣裙的女人，抓住栏杆，半天一步，半天一步，爬得比我还要费劲。,单元楼的楼梯很窄，我不好强行挤过去，就说：大姐，麻烦你让一让，让我先上去好不好？,女人转过头，看着我不说话。,昏暗的灯光下，我看到的是一张苍白的脸，乌黑的眼眶，血 红的双唇，吓得啊的大叫一声，转身就跑。可才跑出两步，一脚踩空，就​从楼梯上滚了下去……,昏迷前，我隐隐约约听到女人向我跑来，一边跑一边说：特么的，劳资以后再也不化烟熏妆了！！​……","
2020-08-04 06:08
",1234
净心居士,"无书和初恋分手后，一个人穿着拖孩，啃着黄瓜来到了空城。,城内有条童话镇，镇上有棵贴着小门神的芭蕉树，树上有一只小猴子在吃金华火腿，却怎么也笑不起来。,忧郁的他来到了望月婷，婷留了下来！亲眼目睹了坏小孩--渣渣爱要和隔壁老王分手。,在冬日阳光下，觉得格外寒冷，尤其还不时的刮来一阵阵叶枫。,这时天空飞来了骑着老鹰的帅哥，唱着顾锦歌！不一会只留下了他们半截烟云。,嫣然一笑后，决定让斋主给自己净心再净身，然后孤心傲月做一个秀逗人在天涯的精兵总统领任逍遥。","
2020-09-05 12:40
",1262
